title,price,등록일시,위치,상태,group,is_member
세븐틴개봉앨범팝니다,3000.0,9달 전,전국,판매 중,4,0
세븐틴 정규 4집 페더썬 개봉 앨범 판매,2000.0,9달 전,전국,판매 중,4,0
뉴진스 어텐션 위버스,10000.0,23초 전,전국,판매 중,6,0
(현물)뉴진스 OMG 미개봉 앨범 양도,17000.0,25분 전,전국,판매 중,6,0
뉴진스 해린 단순 개봉앨범,40000.0,58분 전,전국,판매 중,6,1
뉴진스 가방 앨범 / 뉴진스 포카,39000.0,41분 전,전국,판매 중,6,0
뉴진스 블루북 하니 (미개봉),26000.0,1시간 전,전국,판매 중,6,1
뉴진스 해린 블루북 단순개봉,20000.0,1시간 전,서울특별시 노원구 상계2동,판매 중,6,1
뉴진스 앨범 한정반 BAG 가방 앨범 블랙 화이트 레드,10000.0,1시간 전,경기도 구리시 인창동,판매 중,6,0
"뉴진스 민지 블루북 개봉앨범 (포카,아이디카드 O)",13000.0,1시간 전,전국,판매 중,6,1
뉴진스 가방 레드 미개봉,35000.0,1시간 전,전국,판매 중,6,0
뉴진스 블루북 앨범 미개봉,22000.0,2시간 전,전국,판매 중,6,0
뉴진스 해린 블루북,20000.0,2시간 전,전국,판매 중,6,1
뉴진스 민지 메세지카드 25%랜포,6000.0,19시간 전,전국,판매 중,6,1
"뉴진스 디토 앨범- 민지,단체(포카포함,미개봉)",35000.0,21시간 전,서울특별시 종로구 삼청동,판매 중,6,1
미개봉)) 뉴진스 해린 OMG 메세지 앨범,15000.0,22시간 전,전국,판매 중,6,1
뉴진스 메세지카드 앨범 미개봉 6장 세트,72000.0,21시간 전,전국,판매 중,6,0
뉴진스 민지 단순 개봉 앨범 (포카포함 풀구성),25000.0,15시간 전,경기도 안양시 동안구 부림동,판매 중,6,1
"뉴진스 3집,다음 앨범 장기분철 구합니다",1000.0,21시간 전,전국,판매 중,6,0
뉴진스 하니 블루북 포카제외 판매합니다,8000.0,21시간 전,전국,판매 중,6,1
뉴진스 해린 블루북 미개봉 앨범 양도 판매,21000.0,16시간 전,세종특별자치시  보람동,판매 중,6,1
뉴진스 앨범 판매,12000.0,3일 전,전국,판매 중,6,0
뉴진스 위버스 b버전,9000.0,3일 전,경기도 화성시 동탄5동,판매 중,6,0
뉴진스 가방 앨범 블랙 미개봉,50000.0,3일 전,전국,판매 중,6,0
뉴진스 가방 앨범 화이트 양도,7777.0,3일 전,제주특별자치도 서귀포시 동홍동,판매 중,6,0
뉴진스 디토 다니엘 앨범 (개봉),7000.0,3일 전,전국,판매 중,6,1
뉴진스 위버스 a버전,9000.0,3일 전,경기도 화성시 동탄5동,판매 중,6,0
뉴진스 블루북 세트 판매,100100.0,3일 전,전국,판매 중,6,0
뉴진스 블루북 민지 미개봉,26000.0,3일 전,전국,판매 중,6,1
뉴진스 블루북 혜인 미개봉,15000.0,3일 전,전국,판매 중,6,1
뉴진스 혜인 미개봉 앨범 양도,14800.0,3일 전,전국,판매 중,6,1
급처) 뉴진스 OMG앨범,15000.0,3일 전,전국,판매 중,6,0
뉴진스 블루북 단체 미개봉,26000.0,3일 전,전국,판매 중,6,0
뉴진스 시즌 그리팅  NewJeans 2023 SEASON,45000.0,3일 전,전국,판매 중,6,0
뉴진스 OMG 해린 (미개봉),23000.0,3일 전,전국,판매 중,6,1
뉴진스 가방 앨범 (블랙) +팝업부채,110000.0,3일 전,서울특별시 강동구 강일동,판매 중,6,0
뉴진스 OMG 민지 앨범 (미개봉) 양도,15000.0,3일 전,경기도 용인시 수지구 풍덕천1동,판매 중,6,1
뉴진스단체버전 블루북 미개봉 팝니다,25000.0,3일 전,전국,판매 중,6,0
뉴진스 한정판 가방 앨범 블랙 미개봉,75000.0,3일 전,서울특별시 서초구 서초1동,판매 중,6,0
뉴진스 블루북,26000.0,2주 전,전국,판매 중,6,0
뉴진스 OMG미개봉 앨범팝니다/굿즈,1234.0,1주 전,충청남도 천안시 서북구 부성2동,판매 중,6,0
뉴진스 미개봉 화이트 가방 앨범,90000.0,1주 전,전국,판매 중,6,0
뉴진스 민지 omg앨범,17000.0,2주 전,전국,판매 중,6,1
뉴진스 가방 검정,28000.0,2주 전,전국,판매 중,6,0
뉴진스 블루북 앨범 교환 스테이씨,3000.0,1주 전,전국,판매 중,6,0
뉴진스 해린 omg 개봉앨범,4000.0,1주 전,전라남도 무안군 삼향읍,판매 중,6,1
뉴진스 OMG 위버스 C버전 풀구성,8000.0,1주 전,경기도 수원시 영통구 광교1동,판매 중,6,0
뉴진스 한정반 레드,40000.0,2주 전,전국,판매 중,6,0
뉴진스 오엠지 위버스 앨범 A버전 개봉앨범,3000.0,1주 전,전국,판매 중,6,0
뉴진스 시디,3000.0,2주 전,전국,판매 중,6,0
뉴진스 시즌그리팅 미개봉 양도합니다,47000.0,1주 전,경기도 용인시 수지구 풍덕천1동,판매 중,6,0
뉴진스 미개봉 새상품,100000.0,2주 전,전국,판매 중,6,0
뉴진스 블랙 가방,20000.0,2주 전,전국,판매 중,6,0
뉴진스 가방 앨범 핀업북+cd,13000.0,3주 전,전국,판매 중,6,0
뉴진스 가방 양도 합니다,12900.0,3주 전,전국,판매 중,6,0
뉴진스 다니엘 앨범,12000.0,4주 전,전국,판매 중,6,1
뉴진스 앨범(풀 구성),13000.0,3주 전,경상북도 구미시 송정동,판매 중,6,0
뉴진스 민지 오엠지 앨범 팔아요,5000.0,3주 전,전국,판매 중,6,1
뉴진스 블루북 단체 하니 위버스 투바투 앨범 로제 앨범,5000.0,2주 전,전국,판매 중,6,1
뉴진스 민지 블루북 개봉,8500.0,3주 전,경기도 구리시 교문2동,판매 중,6,1
뉴진스 가방 화이트 앨범 풀구성 단순개봉,50000.0,6일 전,인천광역시 남동구 논현1동,판매 중,6,0
뉴진스 민지앨범팝니다,10000.0,4주 전,전국,판매 중,6,1
덤만 5000원치!! 뉴진스 다니엘 단순개봉 앨범  (교환 가능),14000.0,2주 전,경상북도 구미시 양포동,판매 중,6,1
뉴진스 블루북 미개봉,27000.0,4주 전,전국,판매 중,6,0
뉴진스 가방앨범 미개봉,70000.0,4주 전,전국,판매 중,6,0
뉴진스 어텐션 한정판 가방 앨범 미개봉 화이트,80000.0,1달 전,전국,판매 중,6,0
뉴진스 시즌그리팅 시그 미개봉,120000.0,1달 전,서울특별시 강남구 논현1동,판매 중,6,0
뉴진스 OMG 개봉앨범 판매,5000.0,1달 전,전국,판매 중,6,0
뉴진스 단체 omg 디토 앨범/ 단순개봉 풀구성,13000.0,1달 전,전국,판매 중,6,0
뉴진스 혜인 omg 디토 앨범/ 단순개봉 풀구성,10000.0,1달 전,전국,판매 중,6,1
뉴진스 해린 개봉앨범 판매,9000.0,1달 전,전국,판매 중,6,1
뉴진스 메세지 카드 개봉앨범,2000.0,1달 전,전국,판매 중,6,0
배포!! 미개봉 뉴진스 가방 한정판 화이트 블랙 레드,70000.0,1달 전,전국,판매 중,6,0
뉴진스 OMG 메시지 카드 다니엘 미개봉,10000.0,1주 전,전국,판매 중,6,1
뉴진스 블루북 하니 씨디,4000.0,1달 전,경기도 광명시 소하2동,판매 중,6,1
뉴진스 OMG 위버스앨범 QR,1000.0,1주 전,전국,판매 중,6,0
뉴진스 한정반 화이트 팝니다(개봉만함),80000.0,1달 전,전국,판매 중,6,0
뉴진스 개봉앨범 양도 (풀셋),15000.0,1달 전,전국,판매 중,6,0
뉴진스 민지 블루북 개봉 양도,8000.0,1달 전,대전광역시 서구 둔산1동,판매 중,6,1
뉴진스 omg 미개봉 앨범 양도,10000.0,2달 전,서울특별시 동대문구 장안제2동,판매 중,6,0
뉴진스 해린 블루북 미개봉,30000.0,1주 전,인천광역시 서구 검단1동,판매 중,6,1
뉴진스 어텐션 하입보이 앨범,3000.0,2달 전,전국,판매 중,6,0
뉴진스 블루북 앨범,10000.0,2달 전,전국,판매 중,6,0
미개봉) 뉴진스 해린 블루북 미개봉 앨범,25000.0,1달 전,인천광역시 부평구 갈산2동,판매 중,6,1
뉴진스 민지 메세지카드,4000.0,2주 전,경상북도 김천시 율곡동,판매 중,6,1
뉴진스 OMG 앨범 민지버전,10000.0,2달 전,서울특별시 구로구 구로제3동,판매 중,6,1
풀구성) 뉴진스 혜인 앨범,10000.0,2주 전,전국,판매 중,6,1
뉴진스 하니 앨범 메시지카드 단순 개봉 포카포함,17000.0,1달 전,전국,판매 중,6,1
뉴진스 가방앨범 포카 제외 풀구성,20000.0,1달 전,광주광역시 서구 동천동,판매 중,6,0
뉴진스 해린 OMG 개봉앨범,6500.0,1주 전,강원도 춘천시 동면,판매 중,6,1
뉴진스 (OMG) 포카 팔아요!,4000.0,2달 전,광주광역시 서구 치평동,판매 중,6,0
뉴진스 한정판 가방 버건디 판매,18000.0,2달 전,전국,판매 중,6,0
뉴진스 위버스앨범 a버전포카,1000.0,1달 전,전국,판매 중,6,0
뉴진스 하니 메세지카드,4000.0,2주 전,경상북도 김천시 율곡동,판매 중,6,1
뉴진스 위버스 앨범 1집 어텐션,9000.0,2주 전,강원도 삼척시 도계읍,판매 중,6,0
뉴진스 OMG 위버스 C버전,2000.0,2주 전,전국,판매 중,6,0
뉴진스 가방앨범 버건디 판매,20000.0,2달 전,전국,판매 중,6,0
"뉴진스 다니엘 omg 앨범 분철(엽서, 포토북, 가사지, CD)",7000.0,1주 전,전국,판매 중,6,1
뉴진스 가방 앨범 팔아요(레드),60000.0,2달 전,울산광역시 북구 농소2동,판매 중,6,0
(직거래x/특전x/미개봉)2023 뉴진스 시즌 그리팅 판매,100000.0,1달 전,전국,판매 중,6,0
뉴진스 OMG 민지 미개봉 앨범,15000.0,2달 전,전국,판매 중,6,1
뉴진스 위버스 어텐션 C버전 풀구성,12000.0,1주 전,전국,판매 중,6,0
뉴진스 해린 미개봉 양도,48000.0,2달 전,부산광역시 강서구 명지2동,판매 중,6,1
뉴진스omg 해린 개봉앨범 판매,6000.0,2주 전,전국,판매 중,6,1
뉴진스 omg민지 메세지카드,2500.0,2주 전,전국,판매 중,6,1
뉴진스 미개봉 앨범 omg,25000.0,2달 전,전국,판매 중,6,0
뉴진스 개봉앨범 omg 혜인양도,3000.0,2달 전,전국,판매 중,6,1
뉴진스 가방 미개봉 앨범 포카 한정반,40000.0,2주 전,전국,판매 중,6,0
뉴진스 앨범 세트,70000.0,2달 전,전국,판매 중,6,0
뉴진스 omg민지,17000.0,2달 전,전국,판매 중,6,1
뉴진스 가방앨범 블랙,12000.0,1달 전,서울특별시 동대문구 용신동,판매 중,6,0
뉴진스 OMG 단체 개봉앨범 판매,8000.0,2달 전,전국,판매 중,6,0
뉴진스 해린 블루북 개봉,7000.0,2달 전,전국,판매 중,6,1
뉴진스 가방앨범 레드 미개봉 (택포),60000.0,2달 전,경기도 용인시 수지구 성복동,판매 중,6,0
[개봉 앨범] 뉴진스 블루북 혜인 앨범 택포,12000.0,2달 전,전국,판매 중,6,1
뉴진스 omg 메세지카드 하니버전 미개봉,17000.0,2달 전,전국,판매 중,6,1
뉴진스 해린블루북 포카 구함,10000.0,2달 전,전국,판매 중,6,1
뉴진스 Omg 단체 / 혜인 미개봉,11000.0,3달 전,경기도 안양시 동안구 비산3동,판매 중,6,1
뉴진스 omg 혜인 미개봉 앨범,11000.0,3달 전,전국,판매 중,6,1
뉴진스 omg 다니엘 미개봉 앨범,12000.0,3달 전,전국,판매 중,6,1
뉴진스 omg 앨범,13000.0,1달 전,경기도 용인시 처인구 동부동,판매 중,6,0
뉴진스 하니 블루북 아이디카드,10000.0,1달 전,경기도 시흥시 연성동,판매 중,6,1
[택포] 뉴진스 다니엘 앨범,7800.0,3달 전,전국,판매 중,6,1
뉴진스 다니엘 OMG앨범 단순개봉 풀구성,10000.0,2달 전,세종특별자치시  한솔동,판매 중,6,1
뉴진스 OMG 앨범 다니엘 버젼 판매합니다,11000.0,2달 전,전국,판매 중,6,1
뉴진스 시그 개봉 팔아요,70000.0,3달 전,인천광역시 연수구 옥련1동,판매 중,6,0
뉴진스 OMG Message Card ver 다니엘,11000.0,1달 전,전국,판매 중,6,1
뉴진스 블루북 해린,30000.0,3달 전,전국,판매 중,6,1
뉴진스 OMG 미개봉/개봉 및 포카포함 풀구성 앨범(교환가능,12000.0,2달 전,전국,판매 중,6,0
뉴진스 블루북 버전 세트 분철,17000.0,3달 전,전국,판매 중,6,0
뉴진스 미개봉 해린 오엠지 메시지카드 앨범 양도,21000.0,1달 전,서울특별시 강동구 명일제2동,판매 중,6,1
뉴진스 omg 메세지 카드 버전 분철,13000.0,3달 전,전국,판매 중,6,0
뉴진스 토끼 에디션 키트 포카 분철,1000.0,1달 전,전국,판매 중,6,0
뉴진스 omg앨범 민지,15000.0,1달 전,전국,판매 중,6,1
뉴진스 민지 omg ditto 오엠지 디토,7000.0,2달 전,전국,판매 중,6,1
"뉴진스 위버스앨범 a,b,c 버전 판매",1000.0,2달 전,전국,판매 중,6,0
뉴진스 omg 미개봉 단체 앨범 삽니다,10000.0,3달 전,전국,판매 중,6,0
뉴진스 해린 블루북 미개봉 앨범,30000.0,2달 전,전국,판매 중,6,1
뉴진스 한정판 가방 앨범 미개봉,80000.0,3달 전,서울특별시 강남구 대치4동,판매 중,6,0
뉴진스 앨범 가방 블랙 미개봉,55000.0,3달 전,전국,판매 중,6,0
뉴진스 w korea 민지 잡지,50000.0,1달 전,전국,판매 중,6,1
뉴진스 하니 블루북 개봉앨범 양도,9000.0,3달 전,부산광역시 남구 우암동,판매 중,6,1
뉴진스민지 디토 오엠지 앨범,15000.0,3달 전,전국,판매 중,6,1
"뉴진스 어텐션 B, C버전 미사용 큐알 팔아요!",1000.0,2달 전,전국,판매 중,6,0
뉴진스 블루북 혜인ver 단순개봉 풀구성,13000.0,2달 전,전국,판매 중,6,1
뉴진스 시즌그리팅 미개봉,70000.0,1달 전,전국,판매 중,6,0
뉴진스 OMG 미개봉 앨범 판매,20000.0,3달 전,전국,판매 중,6,0
뉴진스 개봉/미개봉 풀구성 판매,20000.0,3달 전,경기도 고양시 일산동구 중산동,판매 중,6,0
뉴진스 앨범ㅁ,14000.0,3달 전,전국,판매 중,6,0
뉴진스 하니 미개봉 앨범 양도해요,1111.0,3달 전,전국,판매 중,6,1
뉴진스 OMG 미개봉 앨범,15000.0,3달 전,전국,판매 중,6,0
<뉴진스> 개봉 앨범 판매,4000.0,3달 전,전국,판매 중,6,0
"뉴진스 해린 블루북, omg 메시지카드버전 앨범 판매합니다",2000.0,1달 전,전국,판매 중,6,1
뉴진스 OMG 미개봉 앨범 양도,16000.0,3달 전,경기도 수원시 영통구 영통1동,판매 중,6,0
뉴진스 해린 블루북,20000.0,3달 전,부산광역시 해운대구 우제2동,판매 중,6,1
뉴진스 위버스c버전,5600.0,1달 전,전국,판매 중,6,0
"뉴진스 가방앨범 개봉,가방만구합니다!!(포카포함이면 훨씬좋음",10000.0,2달 전,전국,판매 중,6,0
뉴진스 혜인omg단체버전 포카,1500.0,3달 전,전국,판매 중,6,1
뉴진스 블루북 해린 미개봉 양도,27000.0,3달 전,전국,판매 중,6,1
뉴진스 가방앨범 삽니다,60000.0,4달 전,경기도 광주시 송정동,판매 중,6,0
뉴진스 omg 앨범 분철 공구 (혜인),10000.0,3달 전,전국,판매 중,6,1
[미개봉] 뉴진스 단체 블루북 현물,25000.0,3달 전,전국,판매 중,6,0
뉴진스 OMG 앨범 미개봉 하니 버전 판매,14900.0,4달 전,전국,판매 중,6,1
뉴진스 (NewJeans) - 1st Single 'OMG' Messag,10000.0,4달 전,전국,판매 중,6,0
현물!! 뉴진스 블루북 풀셋 양도해요,20000.0,3달 전,전국,판매 중,6,0
뉴진스 블루북 민지(단순 개봉),20000.0,4달 전,경기도 김포시 풍무동,판매 중,6,1
뉴진스 (NewJeans) - 1st Single 'OMG' Messag,76600.0,4달 전,전국,판매 중,6,0
뉴진스omg 다니엘 버전 미공포 + 단체버젼 개인포카,14000.0,4달 전,전국,판매 중,6,1
뉴진스 시즌그리팅 미개봉,110000.0,3달 전,전국,판매 중,6,0
뉴진스 omg 위버스샵 앨범 하니<->단체 교환,1004.0,4달 전,전국,판매 중,6,1
뉴진스 가방 (화이트),30000.0,5달 전,전국,판매 중,6,0
뉴진스 위버스 앨범 c버전,1234.0,3달 전,강원도 원주시 단계동,판매 중,6,0
뉴진스 혜인 블루북 현물,10000.0,3달 전,서울특별시 송파구 위례동,판매 중,6,1
[현물]뉴진스 해린 블루북 단순 개봉 풀구성 양도,20000.0,3달 전,경기도 안산시 단원구 초지동,판매 중,6,1
뉴진스 해린 omg 위버스 특전,15000.0,3달 전,전국,판매 중,6,1
뉴진스 다니엘 OMG 오엠지 미개봉 앨범 팝니다!,11000.0,3달 전,전국,판매 중,6,1
뉴진스 1집 위버스 미개봉 앨범 양도,9000.0,4달 전,서울특별시 서초구 반포2동,판매 중,6,0
(최저가)뉴진스 가방 화이트 미개봉 양도,100000.0,3달 전,전국,판매 중,6,0
뉴진스 다니엘 미개봉 앨범,13000.0,3달 전,전국,판매 중,6,1
최저가)) 30장에 0.1 뉴진스 하니 비공굿 판매,1000.0,3달 전,서울특별시 강동구 명일제2동,판매 중,6,1
뉴진스 omg 해린 미개봉 앨범 양도,25000.0,3달 전,전국,판매 중,6,1
뉴진스 가방앨범,25000.0,3달 전,전국,판매 중,6,0
뉴진스 한정판 가방 앨범 핀업북+cd,18000.0,3달 전,전국,판매 중,6,0
뉴진스 블루북 판매,20000.0,3달 전,전국,판매 중,6,0
[미개봉/현물]뉴진스 위버스 버전 앨범 포토카드,11900.0,4달 전,전국,판매 중,6,0
뉴진스 omg 하니 앨범,4000.0,3달 전,대구광역시 수성구 범어1동,판매 중,6,1
뉴진스 앨범 분철 주문완료,10000.0,5달 전,전국,판매 중,6,0
뉴진스 OMG 메세지 버전 미개봉 앨범 양도,5000.0,5달 전,전국,판매 중,6,0
뉴진스 OMG 미개봉 앨범 다니엘,9000.0,3달 전,전국,판매 중,6,1
뉴진스 혜인,1000.0,3달 전,전국,판매 중,6,1
뉴진스 앨범 OMG 위버스샵 분철,14800.0,5달 전,전국,판매 중,6,0
뉴진스 가방 블랙+더현대팝업 스티커&엽서,70000.0,3달 전,전국,판매 중,6,0
뉴진스 위버스 큐알,1000.0,3달 전,전국,판매 중,6,0
뉴진스 앨범 다니엘 미개봉,10000.0,3달 전,전국,판매 중,6,1
뉴진스 New Jeans 미개봉 앨범 양도,12000.0,3달 전,서울특별시 성북구 종암동,판매 중,6,0
뉴진스 해린 블루북 미개봉 양도 받음,18800.0,3달 전,전라남도 목포시 부주동,판매 중,6,1
뉴진스 블루북 분철,15000.0,3달 전,전국,판매 중,6,0
뉴진스 다니엘 예사 yes24 omg 특전 양도,55000.0,3달 전,전국,판매 중,6,1
뉴진스 OMG message card ver. 미개봉,1000.0,3달 전,전국,판매 중,6,0
뉴진스 omg 개봉앨범 판매,10000.0,3달 전,전국,판매 중,6,0
뉴진스 OMG 메세지카드 하니버전 미개봉 양도해요,17000.0,3달 전,전국,판매 중,6,1
급처 최저가)뉴진스 omg 오엠지 미개봉 앨범 해린단체 양도합니다,14000.0,3달 전,서울특별시 강동구 명일제2동,판매 중,6,1
뉴진스 OMG 메세지카드 앨범 yes24 분철 혜인,12000.0,5달 전,전국,판매 중,6,1
(미개봉)뉴진스 2023시즌그리팅 시그,90000.0,3달 전,전국,판매 중,6,0
뉴진스 시그 분철 양도,1000.0,5달 전,전국,판매 중,6,0
뉴진스 가방 앨범 화이트 양도 (가방만),45000.0,3달 전,전국,판매 중,6,0
(개봉/미개봉) 뉴진스 OMG 개봉 미개봉 앨범 혜인,11000.0,3달 전,전국,판매 중,6,1
뉴진스 다니엘 omg 미개봉 앨범,7000.0,3달 전,대구광역시 수성구 고산1동,판매 중,6,1
뉴진스 omg 민지 개봉 앨범,10000.0,4달 전,전국,판매 중,6,1
뉴진스 민지 블루북 단순개봉,18000.0,4달 전,전국,판매 중,6,1
뉴진스 omg앨범 메세지카드,5000.0,4달 전,전국,판매 중,6,0
미개봉 뉴진스 omg 매세지카드 해린 앨범,21000.0,4달 전,인천광역시 남동구 논현1동,판매 중,6,1
뉴진스 omg앨범 분철,15000.0,4달 전,전국,판매 중,6,0
뉴진스 블루북 개봉앨범 다니엘 풀구성,10000.0,4달 전,전국,판매 중,6,1
뉴진스 민지 미개봉 새제품 블루북,24000.0,7달 전,전국,판매 중,6,1
뉴진스 블루앨범 전원 ( 가격제안,2000.0,8달 전,전국,판매 중,6,0
뉴진스 블루북 미개봉 앨범 구합니다,21000.0,7달 전,전국,판매 중,6,0
뉴진스 혜인 블루북 포카 양도,1000.0,8달 전,전국,판매 중,6,1
뉴진스 한정판 가방 앨범 레드,24000.0,8달 전,경기도 용인시 수지구 동천동,판매 중,6,0
"[미개봉,당일배송] 뉴진스 가방 앨범 양도 판매 블루북 버전 민지 포카",40000.0,6달 전,전국,판매 중,6,1
뉴진스 블루북 앨범 다니엘,13000.0,8달 전,경상북도 경주시 선도동,판매 중,6,1
뉴진스 가방 레드 가방만 양도합니다 와인,16000.0,8달 전,전국,판매 중,6,0
뉴진스 해린 미개봉 블루북 양도,25000.0,7달 전,전국,판매 중,6,1
뉴진스 민지 미개봉 블루북 양도,24000.0,8달 전,전국,판매 중,6,1
뉴진스단체cd,15000.0,6달 전,전국,판매 중,6,0
뉴진스 가방 블랙(포카제외 풀셋),18000.0,8달 전,전국,판매 중,6,0
뉴진스 가방 앨범 버건디(미개봉),1111.0,1주 전,전국,판매 중,6,0
(반택포)뉴진스 하니 omg 메세지카드 앨범,14000.0,3주 전,전국,판매 중,6,1
뉴진스 다니엘 앨범,11000.0,1달 전,전국,판매 중,6,1
뉴진스 해린 블루북 단순 개봉 풀구성 양도합니다!,23000.0,3주 전,전국,판매 중,6,1
뉴진스 해린 OMG 메세지카드 버전 단순 개봉 양도합니다!,20000.0,3주 전,전국,판매 중,6,1
뉴진스 블루룩 단체 양도,15000.0,1달 전,전국,판매 중,6,0
뉴진스 어텐션 친필싸인 앨범 양도,20000.0,1달 전,전국,판매 중,6,0
뉴진스 민지 앨범,10000.0,1달 전,전국,판매 중,6,1
미개봉)뉴진스 omg 혜인앨범 양도합니다,9000.0,4주 전,전국,판매 중,6,1
뉴진스 앨범 팝니다,2000.0,1달 전,전국,판매 중,6,0
뉴진스 2023 시즌그리팅,12345.0,1달 전,전국,판매 중,6,0
뉴진스 OMG 미개봉 앨범 세트,70000.0,1달 전,전국,판매 중,6,0
뉴진스 OMG,10000.0,7일 전,전국,판매 중,6,0
뉴진스 가방 버건디,10000.0,1달 전,전국,판매 중,6,0
뉴진스 한정판 가방 앨범 화이트,50000.0,1달 전,전국,판매 중,6,0
최저가 급처)뉴진스 하니 블루북 개봉앨범 양도,5000.0,3주 전,전국,판매 중,6,1
[급처] 뉴진스 미개봉 블루북 민지 양도합니다,20000.0,3주 전,전국,판매 중,6,1
뉴진스 민지 OMG 포카 포토카드 메시지북 개봉 앨범 Ditto,9000.0,3주 전,전국,판매 중,6,1
뉴진스 하니 블루북 앨범,10000.0,1달 전,전국,판매 중,6,1
"뉴진스 시그 큐알 삽니다 (디지털코드,QR)",4000.0,4주 전,전국,판매 중,6,0
뉴진스 가방앨범 팝니다,18700.0,1달 전,전국,판매 중,6,0
가격 내림)덤 많이)뉴진스 하니 Omg 개봉앨범 팔아요!,6000.0,3주 전,전국,판매 중,6,1
급처)주말특가)뉴진스 한정판 가방앨범 화이트 (개봉) 풀구성 판매합니다.,35000.0,2주 전,전국,판매 중,6,0
뉴진스 OMG 하니 (미개봉),25000.0,1달 전,전국,판매 중,6,1
뉴진스 OMG 해린 미개봉,21900.0,1달 전,서울특별시 동작구 상도제1동,판매 중,6,1
단순개봉 뉴진스 해린 단체 omg 앨범,10000.0,1달 전,전국,판매 중,6,1
뉴진스 시그 시즌그리팅 판매,30000.0,1달 전,전국,판매 중,6,0
뉴진스 가방 앨범 레드 미개봉,30000.0,1달 전,경기도 화성시 동탄6동,판매 중,6,0
미개봉 뉴진스 시그 양도,45000.0,1달 전,전국,판매 중,6,0
뉴진스 미개봉 omg 앨범 민지 단체,17000.0,1달 전,경기도 구리시 교문2동,판매 중,6,1
뉴진스 가방 앨범 블랙,50000.0,1달 전,서울특별시 중랑구 상봉제1동,판매 중,6,0
뉴진스 시즌그리팅 시그,25000.0,1달 전,전국,판매 중,6,0
뉴진스 해린 omg 미개봉 앨범,20000.0,1달 전,전국,판매 중,6,1
뉴진스 민지 블루북 미개봉 양도,18000.0,1달 전,전국,판매 중,6,1
뉴진스 블루북 개봉 앨범 민지,12000.0,1달 전,전국,판매 중,6,1
뉴진스다이어리,10000.0,1달 전,전국,판매 중,6,0
뉴진스 OMG 해린 (미개봉),23000.0,1달 전,전국,판매 중,6,1
뉴진스 가방 앨범 개봉 화이트 양도,26000.0,1달 전,전국,판매 중,6,0
뉴진스 해린 블루북 팝니다!,15000.0,1달 전,전국,판매 중,6,1
뉴진스 omg 개봉앨범,8000.0,1달 전,광주광역시 남구 송암동,판매 중,6,0
뉴진스 가방. 앨범 블랙,13000.0,2달 전,전라북도 익산시 신동,판매 중,6,0
뉴진스 시즌그리팅 미개봉 정가양도,46000.0,1달 전,경기도 수원시 영통구 매탄3동,판매 중,6,0
뉴진스 화이트 가방앨범 (포카제외 풀구성),12345.0,1달 전,전국,판매 중,6,0
[택배비포함] 뉴진스 화이트 가방 앨범 양도,35000.0,1달 전,전국,판매 중,6,0
미개봉 뉴진스 omg앨범 단체,16000.0,2주 전,전국,판매 중,6,0
(미개봉) 뉴진스 시즌그리팅 2023,85000.0,2달 전,전국,판매 중,6,0
뉴진스 해린 블루북,20000.0,1달 전,전국,판매 중,6,1
(미개봉) 뉴진스 ditto 앨범(미개봉),7000.0,2주 전,전국,판매 중,6,0
뉴진스가방화이트,48000.0,2주 전,전국,판매 중,6,0
뉴진스 가방 버건디 레드 양도,10000.0,2달 전,전국,판매 중,6,0
뉴진스 해린 가방포카 양도합니다,24000.0,1달 전,전국,판매 중,6,1
뉴진스 OMG 메세지카드 버전 개봉앨범,9000.0,1달 전,전국,판매 중,6,0
뉴진스 가방앨범 블랙,20000.0,2달 전,전국,판매 중,6,0
뉴진스 어텐션 위버스 앨범 b버전 판매합니당,8000.0,1달 전,전국,판매 중,6,0
[판완] 뉴진스 omg 앨범,14000.0,1달 전,전국,판매 중,6,0
뉴진스 OMG 민지 미개봉 앨범,13000.0,2주 전,전국,판매 중,6,1
뉴진스 민지 블루북 풀구성,17900.0,1달 전,전국,판매 중,6,1
뉴진스 OMG 위버스 재팬 특전 키링 양도,17000.0,1주 전,전국,판매 중,6,0
뉴진스 미개봉 블루북 하니 양도합니다,25000.0,1달 전,전국,판매 중,6,1
뉴진스 블루북 단체버전,15000.0,2달 전,전국,판매 중,6,0
뉴진스 위버스 앨범 풀세트 큐알 제외,8000.0,1달 전,전국,판매 중,6,0
뉴진스 블루북 단체 미개봉,18900.0,2달 전,전국,판매 중,6,0
뉴진스 화이트 단순개봉 풀구성 반택포 4.4,44000.0,1주 전,전국,판매 중,6,0
뉴진스 (New jeans) omg 친필 싸인 앨범,150000.0,2달 전,전국,판매 중,6,0
뉴진스 위버스 앨범 B.ver 포토카드,5000.0,1달 전,전국,판매 중,6,0
뉴진스 OMG 앨범 세트 판매합니다,70000.0,1달 전,전국,판매 중,6,0
뉴진스앨범단체,24000.0,3주 전,전국,판매 중,6,0
뉴진스 레드 가방,50000.0,2달 전,전국,판매 중,6,0
뉴진스 화이트 가방,50000.0,2달 전,전국,판매 중,6,0
뉴진스 OMG 앨범,5000.0,2달 전,대구광역시 북구 동천동,판매 중,6,0
뉴진스 개봉 블루북 앨범 혜인,4000.0,2달 전,전국,판매 중,6,1
미개봉 뉴진스 omg앨범 하니,16000.0,2주 전,전국,판매 중,6,1
